CATEGORY,SUBCATEGORY,BRAND,PRODUCT DESCRIPTION,SERVICE DESCRIPTION,SERVICE CATEGORY,PRODUCT/SERVICE PART NUMBER, MSRP ,DIR Customer Discount % off MSRP, DIR Customer Price* ,AVERAGE BRAND DISCOUNT,Fortinet Discount Category,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMUL 24x7 FortiCare Contract,Software Maintenance ,FC-10-FVMUL-248-02-12," $15,750.00 ",15.00%," $13,487.91 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMUL 24x7 FortiCare Contract,Software Maintenance ,FC-10-FVMUL-248-02-36," $41,343.75 ",15.00%," $35,405.75 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMUL 24x7 FortiCare Contract,Software Maintenance ,FC-10-FVMUL-248-02-60," $68,906.25 ",15.00%," $59,009.59 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMUL FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),Software Maintenance ,FC-10-FVMUL-281-02-12," $23,625.00 ",15.00%," $20,231.86 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMUL FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),Software Maintenance ,FC-10-FVMUL-281-02-36," $62,015.63 ",15.00%," $53,108.64 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMUL FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),Software Maintenance ,FC-10-FVMUL-281-02-60," $103,359.38 ",15.00%," $88,514.39 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiGate-VMULV,N/A,N/A,FG-VMULV," $52,500.00 ",15.00%," $44,959.69 ",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Threat Protection (24x7 FortiCare plus Application Control, IPS, AV)",Software Maintenance  + Subscription,FC-10-FULVM-929-02-12," $21,000.00 ",15.00%," $17,983.88 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Threat Protection (24x7 FortiCare plus Application Control, IPS, AV)",Software Maintenance  + Subscription,FC-10-FULVM-929-02-36," $55,125.00 ",15.00%," $47,207.67 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Threat Protection (24x7 FortiCare plus Application Control, IPS, AV)",Software Maintenance  + Subscription,FC-10-FULVM-929-02-60," $91,875.00 ",15.00%," $78,679.45 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV UTM Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-FULVM-956-02-12," $28,875.00 ",15.00%," $24,727.83 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV UTM Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-FULVM-956-02-36," $75,796.88 ",15.00%," $64,910.55 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV UTM Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-FULVM-956-02-60," $126,328.13 ",15.00%," $108,184.25 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV UTM Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-FULVM-963-02-12," $34,125.00 ",15.00%," $29,223.80 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV UTM Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-FULVM-963-02-36," $89,578.13 ",15.00%," $76,712.47 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV UTM Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-FULVM-963-02-60," $149,296.88 ",15.00%," $127,854.12 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Enterprise Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-FULVM-872-02-12," $42,000.00 ",15.00%," $35,967.75 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Enterprise Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-FULVM-872-02-36," $110,250.00 ",15.00%," $94,415.34 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Enterprise Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-FULVM-872-02-60," $183,750.00 ",15.00%," $157,358.91 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-FULVM-975-02-12," $47,250.00 ",15.00%," $40,463.72 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-FULVM-975-02-36," $124,031.25 ",15.00%," $106,217.26 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMULV Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-FULVM-975-02-60," $206,718.75 ",15.00%," $177,028.77 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,SaaS,Fortinet,FortiGate-VMULV FortiCloud Analysis and 1 Year Log Retention,N/A,N/A,FC-10-FULVM-131-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,SaaS,Fortinet,FortiGate-VMULV FortiCloud Analysis and 1 Year Log Retention,N/A,N/A,FC-10-FULVM-131-02-36," $27,562.50 ",15.00%," $23,603.84 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,SaaS,Fortinet,FortiGate-VMULV FortiCloud Analysis and 1 Year Log Retention,N/A,N/A,FC-10-FULVM-131-02-60," $45,937.50 ",15.00%," $39,339.73 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,"FortiGate-VMULV FortiSandbox Cloud, including Virus Outbreak and Content Disarm & Reconstruct Service",N/A,N/A,FC-10-FULVM-123-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,SaaS,Fortinet,"FortiGate-VMULV FortiCASB SaaS-only Service, Includes 875 users",N/A,N/A,FC-10-FULVM-185-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,"FortiGate-VMULV FortiGuard Antivirus, Botnet IP/Domain and Mobile Malware Service",N/A,N/A,FC-10-FULVM-100-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiGate-VMULV FortiGuard IPS Service,N/A,N/A,FC-10-FULVM-108-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiGate-VMULV FortiGuard Web Filtering Service,N/A,N/A,FC-10-FULVM-112-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiGate-VMULV FortiGuard Industrial Security Service,N/A,N/A,FC-10-FULVM-159-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiGate-VMULV FortiGuard Security Rating Service,N/A,N/A,FC-10-FULVM-175-02-12," $10,500.00 ",15.00%," $8,991.94 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV 8x5 FortiCare Contract,FortiGate-VMULV 8x5 FortiCare Contract,Software Maintenance ,FC-10-FULVM-851-02-12," $7,875.00 ",15.00%," $6,743.95 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV 8x5 FortiCare Contract,FortiGate-VMULV 8x5 FortiCare Contract,Software Maintenance ,FC-10-FULVM-851-02-36," $20,671.88 ",15.00%," $17,702.88 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV 8x5 FortiCare Contract,FortiGate-VMULV 8x5 FortiCare Contract,Software Maintenance ,FC-10-FULVM-851-02-60," $34,453.13 ",15.00%," $29,504.80 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV 24x7 FortiCare Contract,FortiGate-VMULV 24x7 FortiCare Contract,Software Maintenance ,FC-10-FULVM-248-02-12," $10,500.00 ",15.00%," $8,991.94 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV 24x7 FortiCare Contract,FortiGate-VMULV 24x7 FortiCare Contract,Software Maintenance ,FC-10-FULVM-248-02-36," $27,562.50 ",15.00%," $23,603.84 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV 24x7 FortiCare Contract,FortiGate-VMULV 24x7 FortiCare Contract,Software Maintenance ,FC-10-FULVM-248-02-60," $45,937.50 ",15.00%," $39,339.73 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),FortiGate-VMULV FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),Software Maintenance ,FC-10-FULVM-281-02-12," $15,750.00 ",15.00%," $13,487.91 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),FortiGate-VMULV FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),Software Maintenance ,FC-10-FULVM-281-02-36," $41,343.75 ",15.00%," $35,405.75 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-VMULV FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),FortiGate-VMULV FortiCare 360 Contract (24x7 FortiCare plus Advanced Support ticket handling & Health Check Monthly Reports; Collector included with Setup & Administration),Software Maintenance ,FC-10-FULVM-281-02-60," $68,906.25 ",15.00%," $59,009.59 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiGate-VMX Instance License,N/A,N/A,FG-VMX-1," $3,995.00 ",15.00%," $3,421.22 ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMX Instance License Application Control Bundle for FortiGate-VMX (24x7 FortiCare plus Application Control),Software Maintenance  + Subscription,FC-10-VMX01-960-02-12," $1,797.75 ",15.00%," $1,539.55 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMX Instance License Application Control Bundle for FortiGate-VMX (24x7 FortiCare plus Application Control),Software Maintenance  + Subscription,FC-10-VMX01-960-02-36," $4,719.09 ",15.00%," $4,041.31 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMX Instance License Application Control Bundle for FortiGate-VMX (24x7 FortiCare plus Application Control),Software Maintenance  + Subscription,FC-10-VMX01-960-02-60," $7,865.16 ",15.00%," $6,735.53 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMX Instance License UTM Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-VMX01-963-02-12," $2,596.75 ",15.00%," $2,223.79 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMX Instance License UTM Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-VMX01-963-02-36," $6,816.47 ",15.00%," $5,837.45 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMX Instance License UTM Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance  + Subscription,FC-10-VMX01-963-02-60," $11,360.78 ",15.00%," $9,729.09 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMX Instance License Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-VMX01-975-02-12," $3,595.50 ",15.00%," $3,079.10 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMX Instance License Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-VMX01-975-02-36," $9,438.19 ",15.00%," $8,082.63 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"FortiGate-VMX Instance License Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud)",Software Maintenance  + Subscription,FC-10-VMX01-975-02-60," $15,730.31 ",15.00%," $13,471.04 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiGate-VMX Service Manager License,N/A,N/A,FG-VMX-MGMT, $995.00 ,15.00%, $852.09 ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMX Service Manager License 24x7 FortiCare Contract for FortiGate-VMX Service Manager,Software Maintenance ,FC-10-VMXM1-248-02-12, $199.00 ,15.00%, $170.42 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMX Service Manager License 24x7 FortiCare Contract for FortiGate-VMX Service Manager,Software Maintenance ,FC-10-VMXM1-248-02-36, $522.38 ,15.00%, $447.35 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiGate-VMX Service Manager License 24x7 FortiCare Contract for FortiGate-VMX Service Manager,Software Maintenance ,FC-10-VMXM1-248-02-60, $870.63 ,15.00%, $745.59 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,"Development FortiGate-VMX Instance License UTM Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam Services)",Software Maintenance ,FC-10-VMX01-956-02-12, $180.00 ,15.00%, $154.15 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,Development FortiGate-VMX Service Manager License 8x5 FortiCare Contract for FortiGate-VMX Service Manager (For development environments only),Software Maintenance ,FC-10-VMXM1-851-02-12, $75.00 ,15.00%, $64.23 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus ASE FortiCare and FortiGuard 360 Protection 1 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-988-DD," $2,396 ",15.00%," $2,051.87 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus ASE FortiCare and FortiGuard 360 Protection 3 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-988-DD," $4,792 ",15.00%," $4,103.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus ASE FortiCare and FortiGuard 360 Protection 5 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-988-DD," $7,188 ",15.00%," $6,155.62 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 24x7 FortiCare and FortiGuard Enterprise Protection 1 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-980-DD," $2,216 ",15.00%," $1,897.98 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 24x7 FortiCare and FortiGuard Enterprise Protection 3 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-980-DD," $4,253 ",15.00%," $3,642.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 24x7 FortiCare and FortiGuard Enterprise Protection 5 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-980-DD," $6,290 ",15.00%," $5,386.17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 24x7 FortiCare and FortiGuard Unified (UTM) Protection 1 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-950-DD," $1,977 ",15.00%," $1,692.80 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 24x7 FortiCare and FortiGuard Unified (UTM) Protection 3 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-950-DD," $3,534 ",15.00%," $3,026.51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 24x7 FortiCare and FortiGuard Unified (UTM) Protection 5 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-950-DD," $5,092 ",15.00%," $4,360.23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 8x5 FortiCare and FortiGuard Unified (UTM) Protection 3 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-900-DD," $3,354 ",15.00%," $2,872.62 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 8x5 FortiCare and FortiGuard Unified (UTM) Protection 5 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL-900-DD," $4,792 ",15.00%," $4,103.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged-30D Hardware plus 1 Year 8x5 FortiCare and FortiGuard Unified (UTM) Protection 1 yr. Bundle,N/A,Software Server +  Maintenance  + Subscription,FGR-30D-BDL," $1,917 ",15.00%," $1,641.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"360 Protection (ASE FortiCare plus App Ctrl, IPS, AV, Web Filtering, Antispam, FSA Cloud, Security Rating, SD-WAN Cloud Assisted Monitoring, SD-WAN Overlay Ctrl VPN, FMG/FAZ Cloud, Industrial Security, FortiConverter Svc, and FortiCASB (10 users) 1 yr.",Software Maintenance  + Subscription,FC-10-R030D-988-02-DD," $1,198 ",15.00%," $1,025.94 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"360 Protection (ASE FortiCare plus App Ctrl, IPS, AV, Web Filtering, Antispam, FSA Cloud, Security Rating, SD-WAN Cloud Assisted Monitoring, SD-WAN Overlay Ctrl VPN, FMG/FAZ Cloud, Industrial Security, FortiConverter Svc, and FortiCASB (10 users) 3 yr.",Software Maintenance  + Subscription,FC-10-R030D-988-02-DD," $3,594 ",15.00%," $3,077.81 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"360 Protection (ASE FortiCare plus App Ctrl, IPS, AV, Web Filtering, Antispam, FSA Cloud, Security Rating, SD-WAN Cloud Assisted Monitoring, SD-WAN Overlay Ctrl VPN, FMG/FAZ Cloud, Industrial Security, FortiConverter Svc, and FortiCASB (10 users) 5 yr.",Software Maintenance  + Subscription,FC-10-R030D-988-02-DD," $5,990 ",15.00%," $5,129.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud, FortiCASB (10 users included), Industrial Security and Security Rating) 1 yr.",Software Maintenance  + Subscription,FC-10-R030D-980-02-DD," $1,018 ",15.00%, $872.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud, FortiCASB (10 users included), Industrial Security and Security Rating) 3 yr.",Software Maintenance  + Subscription,FC-10-R030D-980-02-DD," $3,055 ",15.00%," $2,616.14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud, FortiCASB (10 users included), Industrial Security and Security Rating) 5 yr.",Software Maintenance  + Subscription,FC-10-R030D-980-02-DD," $5,092 ",15.00%," $4,360.23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Unified (UTM) Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 1 yr.",Software Maintenance  + Subscription,FC-10-0030E-950-02-DD, $280 ,15.00%, $239.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Unified (UTM) Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 3 yr.",Software Maintenance  + Subscription,FC-10-0030E-950-02-DD, $839 ,15.00%, $718.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Unified (UTM) Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 5 yr.",Software Maintenance  + Subscription,FC-10-0030E-950-02-DD," $1,398 ",15.00%," $1,196.78 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Unified (UTM) Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 1 yr.",Software Maintenance  + Subscription,FC-10-0030E-900-02-DD, $258 ,15.00%, $220.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Unified (UTM) Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 3 yr.",Software Maintenance  + Subscription,FC-10-0030E-900-02-DD, $774 ,15.00%, $662.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"Unified (UTM) Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 5 yr.",Software Maintenance  + Subscription,FC-10-0030E-900-02-DD," $1,290 ",15.00%," $1,104.72 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"FortiGate Cloud Management, Analysis and 1 Year Log Retention",Software Subscription,FC-10-R030D-131-02-DD, $120 ,10.00%, $108.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"FortiGate Cloud Management, Analysis and 3 Year Log Retention",Software Subscription,FC-10-R030D-131-02-DD, $360 ,10.00%, $326.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software,"FortiGate Cloud Management, Analysis and 5 Year Log Retention",Software Subscription,FC-10-R030D-131-02-DD, $600 ,10.00%, $544.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software Server Maintenance,8x5 FortiCare Contract 1 yr.,Server Maintenance ,FC-10-0030E-311-02-DD, $180 ,10.00%, $162.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software Server Maintenance,8x5 FortiCare Contract 3 yr.,Server Maintenance ,FC-10-0030E-311-02-DD, $539 ,10.00%, $488.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate Rugged- 30D FortiGuard Software Server Maintenance,8x5 FortiCare Contract 5 yr.,Server Maintenance ,FC-10-0030E-311-02-DD, $899 ,10.00%, $814.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
