CATEGORY,SUBCATEGORY,BRAND,PRODUCT DESCRIPTION,SERVICE DESCRIPTION,SERVICE CATEGORY,PRODUCT/SERVICE PART NUMBER, MSRP ,DIR Customer Discount % off MSRP, DIR Customer Price* ,AVERAGE BRAND DISCOUNT,Fortinet Discount Category,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-3601E FortiGuard Software Server Maintenance,4-Hour Hardware Delivery Premium RMA Service (requires 24x7 support),Server Maintenance ,FC-10-F36E1-211-02-DD," $19,400 ",10.00%," $17,590.95 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-3601E FortiGuard Software Server Maintenance,4-Hour Hardware and Onsite Engineer  Premium RMA Service (requires 24x7 support),Server Maintenance ,FC-10-F36E1-212-02-DD," $35,400 ",10.00%," $32,098.95 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F Hardware plus ASE FortiCare and FortiGuard 360 Protection 1 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-988-DD," $620,000 ",15.00%," $530,952.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F Hardware plus ASE FortiCare and FortiGuard 360 Protection 3 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-988-DD," $1,240,000 ",15.00%," $1,061,905.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F Hardware plus ASE FortiCare and FortiGuard 360 Protection 5 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-988-DD," $1,860,000 ",15.00%," $1,592,857.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F Hardware plus 24x7 FortiCare and FortiGuard Enterprise Protection 1 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-980-DD," $573,500 ",15.00%," $491,131.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F Hardware plus 24x7 FortiCare and FortiGuard Enterprise Protection 3 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-980-DD," $1,100,500 ",15.00%," $942,440.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F Hardware plus 24x7 FortiCare and FortiGuard Enterprise Protection 5 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-980-DD," $1,627,500 ",15.00%," $1,393,750.31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F  Hardware plus 24x7 FortiCare and FortiGuard Unified (UTM) Protection 1 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-950-DD," $511,500 ",15.00%," $438,035.81 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F  Hardware plus 24x7 FortiCare and FortiGuard Unified (UTM) Protection 3 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-950-DD," $914,500 ",15.00%," $783,154.94 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F  Hardware plus 24x7 FortiCare and FortiGuard Unified (UTM) Protection 5 yr.,N/A,Software Server +  Maintenance  + Subscription,FG-6501F-BDL-950-DD," $1,317,500 ",15.00%," $1,128,274.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,1 Year HW bundle Upgrade to 24x7 from 8x5 FortiCare Contract,Server Maintenance ,FC-10-6K51F-274-01-DD," $52,700 ",10.00%," $47,785.73 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"360 Protection (ASE FortiCare plus App Ctrl, IPS, AV, Web Filtering, Antispam, FSA Cloud, Security Rating, SD-WAN Cloud Assisted Monitoring, SD-WAN Overlay Ctrl VPN, FMG/FAZ Cloud, Industrial Security, FortiConverter Svc, and FortiCASB (250 users) 1 yr.",Software Maintenance  + Subscription,FC-10-6K51F-988-02-DD," $310,000 ",15.00%," $265,476.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"360 Protection (ASE FortiCare plus App Ctrl, IPS, AV, Web Filtering, Antispam, FSA Cloud, Security Rating, SD-WAN Cloud Assisted Monitoring, SD-WAN Overlay Ctrl VPN, FMG/FAZ Cloud, Industrial Security, FortiConverter Svc, and FortiCASB (250 users) 3 yr.",Software Maintenance  + Subscription,FC-10-6K51F-988-02-DD," $930,000 ",15.00%," $796,428.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"360 Protection (ASE FortiCare plus App Ctrl, IPS, AV, Web Filtering, Antispam, FSA Cloud, Security Rating, SD-WAN Cloud Assisted Monitoring, SD-WAN Overlay Ctrl VPN, FMG/FAZ Cloud, Industrial Security, FortiConverter Svc, and FortiCASB (250 users) 5 yr.",Software Maintenance  + Subscription,FC-10-6K51F-988-02-DD," $1,550,000 ",15.00%," $1,327,381.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud, FortiCASB (250 users included), Industrial Security and Security Rating) 1 yr.",Software Maintenance  + Subscription,FC-10-6K51F-980-02-DD," $263,500 ",15.00%," $225,654.81 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud, FortiCASB (250 users included), Industrial Security and Security Rating) 3 yr.",Software Maintenance  + Subscription,FC-10-6K51F-980-02-DD," $790,500 ",15.00%," $676,964.44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Enterprise Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering, Antispam, FortiSandbox Cloud, FortiCASB (250 users included), Industrial Security and Security Rating) 5 yr.",Software Maintenance  + Subscription,FC-10-6K51F-980-02-DD," $1,317,500 ",15.00%," $1,128,274.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Unified (UTM) Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 1 yr.",Software Maintenance  + Subscription,FC-10-6K51F-950-02-DD," $201,500 ",15.00%," $172,559.56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Unified (UTM) Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 3 yr.",Software Maintenance  + Subscription,FC-10-6K51F-950-02-DD," $604,500 ",15.00%," $517,678.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Unified (UTM) Protection (24x7 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 5 yr.",Software Maintenance  + Subscription,FC-10-6K51F-950-02-DD," $1,007,500 ",15.00%," $862,797.81 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Unified (UTM) Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 1 yr.",Software Maintenance  + Subscription,FC-10-6K51F-900-02-DD," $186,000 ",15.00%," $159,285.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Unified (UTM) Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 3 yr.",Software Maintenance  + Subscription,FC-10-6K51F-900-02-DD," $558,000 ",15.00%," $477,857.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Unified (UTM) Protection (8x5 FortiCare plus Application Control, IPS, AV, Web Filtering and Antispam, FortiSandbox Cloud) 5 yr.",Software Maintenance  + Subscription,FC-10-6K51F-900-02-DD," $930,000 ",15.00%," $796,428.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Advanced Threat Protection (24x7 FortiCare plus Application Control, IPS, AV and FortiSandbox Cloud) 1 yr.",Software Maintenance  + Subscription,FC-10-6K51F-928-02-DD," $139,500 ",15.00%," $119,464.31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Advanced Threat Protection (24x7 FortiCare plus Application Control, IPS, AV and FortiSandbox Cloud) 3 yr.",Software Maintenance  + Subscription,FC-10-6K51F-928-02-DD," $418,500 ",15.00%," $358,392.94 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"Advanced Threat Protection (24x7 FortiCare plus Application Control, IPS, AV and FortiSandbox Cloud) 5 yr.",Software Maintenance  + Subscription,FC-10-6K51F-928-02-DD," $697,500 ",15.00%," $597,321.56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,"FortiGuard Advanced Malware Protection (AMP) including Antivirus, Mobile Malware and FortiSandbox Cloud Service",Software Subscription,FC-10-6K51F-100-02-DD," $62,000 ",10.00%," $56,218.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,SD-WAN Cloud Assisted Monitoring: Cloud-based SD-WAN Bandwidth & Quality Monitoring Service,Software Subscription,FC-10-6K51F-288-02-DD," $62,000 ",10.00%," $56,218.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,SD-WAN Overlay Controller VPN Service: Cloud-based SD-WAN VPN Overlay Service & Portal,Software Subscription,FC-10-6K51F-289-02-DD," $62,000 ",10.00%," $56,218.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,FortiManager Cloud: Cloud-based Central Management & Orchestration Service,Software Subscription,FC-10-6K51F-179-02-DD," $31,000 ",10.00%," $28,109.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software,FortiAnalyzer Cloud: Base subscription for Cloud-based Events Management & Analytics Service,Software Subscription,FC-10-6K51F-188-02-DD," $46,500 ",10.00%," $42,163.88 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,8x5 FortiCare Contract 1 yr.,Server Maintenance ,FC-10-6K51F-311-02-DD," $46,500 ",10.00%," $42,163.88 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,8x5 FortiCare Contract 3 yr.,Server Maintenance ,FC-10-6K51F-311-02-DD," $139,500 ",10.00%," $126,491.63 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,8x5 FortiCare Contract 5 yr.,Server Maintenance ,FC-10-6K51F-311-02-DD," $232,500 ",10.00%," $210,819.38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,24x7 FortiCare Contract 1 yr.,Server Maintenance ,FC-10-6K51F-247-02-DD," $62,000 ",10.00%," $56,218.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,24x7 FortiCare Contract 3 yr.,Server Maintenance ,FC-10-6K51F-247-02-DD," $186,000 ",10.00%," $168,655.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,24x7 FortiCare Contract 5 yr.,Server Maintenance ,FC-10-6K51F-247-02-DD," $310,000 ",10.00%," $281,092.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,ASE FortiCare (24x7 plus Advanced Services Ticket Handling),Server Maintenance ,FC-10-6K51F-284-02-DD," $77,500 ",10.00%," $70,273.13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,Next Day Delivery Premium RMA Service (requires 24x7 support),Server Maintenance ,FC-10-6K51F-210-02-DD," $15,700 ",10.00%," $14,235.98 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,4-Hour Hardware Delivery Premium RMA Service (requires 24x7 support),Server Maintenance ,FC-10-6K51F-211-02-DD," $37,400 ",10.00%," $33,912.45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiGate-6501F FortiGuard Software Server Maintenance,4-Hour Hardware and Onsite Engineer  Premium RMA Service (requires 24x7 support),Server Maintenance ,FC-10-6K51F-212-02-DD," $68,400 ",10.00%," $62,021.70 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiMail-VM00,N/A,N/A,FML-VM00," $1,799.00 ",15.00%," $1,540.62 ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM00-642-02-12, $719.60 ,15.00%, $616.25 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM00-642-02-36," $1,888.95 ",15.00%," $1,617.65 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM00-642-02-60," $3,148.25 ",15.00%," $2,696.08 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM00-643-02-12," $1,439.20 ",15.00%," $1,232.49 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM00-643-02-36," $3,777.90 ",15.00%," $3,235.30 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM00-643-02-60," $6,296.50 ",15.00%," $5,392.17 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM00 FortiGuard AV Services,N/A,N/A,FC-10-0VM00-100-02-12, $359.80 ,15.00%, $308.12 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM00 FortiGuard AS Service,N/A,N/A,FC-10-0VM00-114-02-12, $359.80 ,15.00%, $308.12 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM00 FortiSandbox Cloud Service,N/A,N/A,FC-10-0VM00-123-02-12, $359.80 ,15.00%, $308.12 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM00 FortiGuard Virus Outbreak Protection Service,N/A,N/A,FC-10-0VM00-150-02-12, $179.90 ,15.00%, $154.06 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM00 Dynamic Adult Image Analysis Service,N/A,N/A,FC-10-0VM00-160-02-12, $449.75 ,15.00%, $385.15 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM00-851-02-12, $269.85 ,15.00%, $231.09 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM00-851-02-36, $708.36 ,15.00%, $606.62 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM00-851-02-60," $1,180.59 ",15.00%," $1,011.03 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare Contract,Software Maintenance ,FC-10-0VM00-248-02-12, $359.80 ,15.00%, $308.12 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare Contract,Software Maintenance ,FC-10-0VM00-248-02-36, $944.48 ,15.00%, $808.83 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM00 24x7 FortiCare Contract,Software Maintenance ,FC-10-0VM00-248-02-60," $1,574.13 ",15.00%," $1,348.05 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiMail-VM01,N/A,N/A,FML-VM01," $3,599.00 ",15.00%," $3,082.09 ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,"FortiMail-VM01 FortiMail-VM ""virtual appliance"" designed for AWS platform (BYOL). 1 x vCPU core",N/A,N/A,FML-VM01-AWS," $3,599.00 ",15.00%," $3,082.09 ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiMail-VM01 FortiMail-VM virtual appliance designed for MSFT Azure platform (BYOL). 01 x vCPU core,N/A,N/A,FML-VM01-AZ," $3,599.00 ",15.00%," $3,082.09 ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM01 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM01-642-02-12," $1,439.60 ",15.00%," $1,232.84 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM01 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM01-642-02-36," $3,778.95 ",15.00%," $3,236.20 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM01 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM01-642-02-60," $6,298.25 ",15.00%," $5,393.66 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM01 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM01-643-02-12," $2,879.20 ",15.00%," $2,465.67 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM01 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM01-643-02-36," $7,557.90 ",15.00%," $6,472.40 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM01 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM01-643-02-60," $12,596.50 ",15.00%," $10,787.33 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM01 FortiGuard AV Services,N/A,N/A,FC-10-0VM01-100-02-12, $719.80 ,15.00%, $616.42 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM01 FortiGuard AS Service,N/A,N/A,FC-10-0VM01-114-02-12, $719.80 ,15.00%, $616.42 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM01 FortiSandbox Cloud Service,N/A,N/A,FC-10-0VM01-123-02-12, $719.80 ,15.00%, $616.42 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM01 FortiGuard Virus Outbreak Protection Service,N/A,N/A,FC-10-0VM01-150-02-12, $359.90 ,15.00%, $308.21 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM01 Dynamic Adult Image Analysis Service,N/A,N/A,FC-10-0VM01-160-02-12, $899.75 ,15.00%, $770.52 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiMail-VM01 8x5 FortiCare Contract,FortiMail-VM01 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM01-851-02-12, $539.85 ,15.00%, $462.31 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiMail-VM01 8x5 FortiCare Contract,FortiMail-VM01 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM01-851-02-36," $1,417.11 ",15.00%," $1,213.58 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiMail-VM01 8x5 FortiCare Contract,FortiMail-VM01 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM01-851-02-60," $2,361.84 ",15.00%," $2,022.62 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiMail-VM01 24x7 FortiCare Contract,FortiMail-VM01 24x7 FortiCare Contract,Software Maintenance ,FC-10-0VM01-248-02-12, $719.80 ,15.00%, $616.42 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiMail-VM01 24x7 FortiCare Contract,FortiMail-VM01 24x7 FortiCare Contract,Software Maintenance ,FC-10-0VM01-248-02-36," $1,889.48 ",15.00%," $1,618.10 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,FortiMail-VM01 24x7 FortiCare Contract,FortiMail-VM01 24x7 FortiCare Contract,Software Maintenance ,FC-10-0VM01-248-02-60," $3,149.13 ",15.00%," $2,696.84 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiMail-VM02,N/A,N/A,FML-VM02," $6,999.00 ",15.00%," $5,993.77 ",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,"FortiMail-VM02 FortiMail-VM ""virtual appliance"" designed for AWS platform (BYOL). 2 x vCPU cores",N/A,N/A,FML-VM02-AWS," $6,999.00 ",15.00%," $5,993.77 ",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Perpetual License,Fortinet,FortiMail-VM02 FortiMail-VM virtual appliance designed for MSFT Azure platform (BYOL). 02 x vCPU core,N/A,N/A,FML-VM02-AZ," $6,999.00 ",15.00%," $5,993.77 ",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM02-642-02-12," $2,799.60 ",15.00%," $2,397.51 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM02-642-02-36," $7,348.95 ",15.00%," $6,293.46 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 24x7 FortiCare and FortiGuard Base Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM02-642-02-60," $12,248.25 ",15.00%," $10,489.10 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM02-643-02-12," $5,599.20 ",15.00%," $4,795.01 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM02-643-02-36," $14,697.90 ",15.00%," $12,586.91 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 24x7 FortiCare and FortiGuard Enterprise ATP Bundle Contract,Software Maintenance  + Subscription,FC-10-0VM02-643-02-60," $24,496.50 ",15.00%," $20,978.19 ",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM02 FortiGuard AV Services,N/A,N/A,FC-10-0VM02-100-02-12," $1,399.80 ",15.00%," $1,198.75 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM02 FortiGuard AS Service,N/A,N/A,FC-10-0VM02-114-02-12," $1,399.80 ",15.00%," $1,198.75 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM02 FortiSandbox Cloud Service,N/A,N/A,FC-10-0VM02-123-02-12," $1,399.80 ",15.00%," $1,198.75 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM02 FortiGuard Virus Outbreak Protection Service,N/A,N/A,FC-10-0VM02-150-02-12, $699.90 ,15.00%, $599.38 ,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,Software - Term License,Fortinet,FortiMail-VM02 Dynamic Adult Image Analysis Service,N/A,N/A,FC-10-0VM02-160-02-12," $1,749.75 ",15.00%," $1,498.44 ",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Security,N/A,Fortinet,N/A,FortiMail-VM02 8x5 FortiCare Contract,Software Maintenance ,FC-10-0VM02-851-02-12," $1,049.85 ",15.00%, $899.07 ,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
